lat,lon,osm_category,osm_type,place_name
51.5174341,-0.0899946,highway,bus_stop,moorgate station
51.5175949,-0.0897457,highway,bus_stop,london wall / moorgate station
51.5176305,-0.0980261,highway,bus_stop,little britain
51.515126,-0.103564,railway,station,city thameslink
51.5140452,-0.1033445,railway,subway_entrance,unknown
51.5140262,-0.1035538,railway,subway_entrance,unknown
51.5163316,-0.1033913,railway,subway_entrance,city thameslink station (north entrance)
51.5177623,-0.0823494,railway,subway_entrance,unknown
51.5176777,-0.0825205,railway,station,liverpool street
51.5182105,-0.0814269,railway,station,london liverpool street
51.5113812,-0.0903632,railway,station,cannon street
51.5106685,-0.0906046,railway,station,london cannon street
51.5140873,-0.1035806,highway,bus_stop,city thameslink station / ludgate circus
51.5115854,-0.1037671,railway,station,blackfriars
51.5142477,-0.0757186,railway,station,aldgate
51.514294,-0.0748142,highway,bus_stop,aldgate station
51.5126065,-0.0880676,railway,subway_entrance,"bank station, dlr lift r"
51.5174543,-0.0830072,railway,subway_entrance,unknown
51.5204571,-0.0975744,highway,bus_stop,barbican station
51.5208745,-0.0973156,highway,bus_stop,barbican station
51.518369,-0.0968434,highway,bus_stop,museum of london
51.5154649,-0.0822292,highway,bus_stop,camomile street
51.5135583,-0.0888367,railway,subway_entrance,"bank station, exit 2"
51.5180206,-0.0828001,highway,bus_stop,liverpool street station
51.5113281,-0.0774191,railway,station,london fenchurch street
51.5161002,-0.1033444,railway,subway_entrance,city thameslink station (north entrance)
51.5106583,-0.086503,railway,subway_entrance,king william street (south)
51.5107676,-0.0864061,railway,subway_entrance,monument
51.5109815,-0.0866498,railway,subway_entrance,monument
51.5129893,-0.088285,railway,subway_entrance,"bank station, exit 6"
51.5127727,-0.0881965,railway,subway_entrance,"bank station, exit p"
51.5135793,-0.0889254,railway,subway_entrance,"bank station, exit 2"
51.5131368,-0.089131,railway,subway_entrance,"bank station, exit 7"
51.5132093,-0.088672,railway,subway_entrance,"bank station, exit 5"
51.5133069,-0.0886589,railway,subway_entrance,"bank station, exit 5"
51.5149144,-0.0975883,railway,station,st. paul's
51.5149649,-0.0970955,railway,subway_entrance,st. paul's
51.5150872,-0.0971399,railway,subway_entrance,st. paul's
51.5105943,-0.0730427,railway,subway_entrance,unknown
51.5182516,-0.0890625,railway,station,moorgate
51.5180264,-0.106741,highway,bus_stop,holborn circus
51.5163906,-0.1025248,highway,bus_stop,city thameslink station
51.5196186,-0.0992843,railway,subway_entrance,barbican
51.5106288,-0.0739505,railway,station,tower gateway
51.5135255,-0.0752231,highway,bus_stop,aldgate station
51.5104871,-0.1032417,railway,station,london blackfriars
51.518232,-0.0888558,railway,subway_entrance,unknown
51.517787,-0.0839261,railway,subway_entrance,broadgate
51.5195303,-0.0996429,railway,subway_entrance,barbican
51.5196026,-0.0792469,highway,bus_stop,liverpool street station (airport coaches)
51.5112459,-0.087869,railway,subway_entrance,bank station exit
51.5180725,-0.0889508,railway,subway_entrance,unknown
51.5176474,-0.0864414,railway,station,liverpool street
51.5124038,-0.090428,railway,subway_entrance,"bank station, walbrook exit"
